acctsessionid,acctuniqueid,username,groupname,realm,nasipaddress,nasidentifier,nasportid,nasporttype,acctstarttime,acctstoptime,acctsessiontime,acctauthentic,connectinfo_start,connectinfo_stop,acctinputoctets,acctoutputoctets,calledstationid,callingstationid,acctterminatecause,servicetype,framedprotocol,framedipaddress,acctstartdelay,acctstopdelay,xascendsessionsvrkey
e05d547b39f3_000_0000004547_1733637817,eb98314a8e8f601863cb156ea30293ee,zseu1897@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:03",,5100,RADIUS,,,1499246,2339453,e0-5d-54-7b-39-f3:cityroam,c6-5f-52-ef-f2-49,,Framed-User,,172.25.29.193,,,
e05d547b3a75_000_0000000532_1733627816,6c21f3cfa39ffa4c6abb14ff4a260452,zseu1897@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:17","2024/12/08 3:26",589,RADIUS,,,15944,32974,e0-5d-54-7b-3a-75:cityroam,c6-5f-52-ef-f2-49,User-Request,Framed-User,,172.25.29.193,,,
e05d547b39f3_000_0000001016_1733628189,5679a04d268290c7873b763a90bfa4e6,zseu1897@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:23",,1500,RADIUS,,,5247900,86392000,e0-5d-54-7b-39-f3:cityroam,c6-5f-52-ef-f2-49,,Framed-User,,172.25.29.193,,,
e05d547b3aa2_000_0000000167_1733642809,b46f4d88b8c44ae6424b1fb969205a53,zseu1897@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 7:26","2024/12/08 7:28",116,RADIUS,,,160884,168510,e0-5d-54-7b-3a-a2:cityroam,c6-5f-52-ef-f2-49,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000462_1733626592,ba439884e0039d716f31441ec75d7453,zseu1897@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:56","2024/12/08 2:58",127,RADIUS,,,5809,10678,e0-5d-54-7b-3a-75:cityroam,c6-5f-52-ef-f2-49,Supplicant-Restart,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000001091_1733540894,4ad734f3531d9bf5e4e043f4b697c9dd,zqyx7352@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:08","2024/12/07 3:09",44,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5a-7c-73-a9-2e-ec,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000001115_1733540964,494415f6531b8afd838eb4dd9ed41f22,zqyx7352@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 1/0.",Wireless-802.11,"2024/12/07 3:09","2024/12/07 3:10",33,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5a-7c-73-a9-2e-ec,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000478_1733541010,0783e4025107f673ba75abeeb65c16db,zqyx7352@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:10","2024/12/07 3:16",391,RADIUS,,,170215,3301887,e0-5d-54-7b-3a-75:cityroam,5a-7c-73-a9-2e-ec,User-Request,Framed-User,,172.25.31.48,,,
e05d547b39f3_000_0000001706_1733541459,d380c026294f51d1b6338eb522bcdcb4,zqyx7352@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:17","2024/12/07 3:21",234,RADIUS,,,103346,165296,e0-5d-54-7b-39-f3:cityroam,5a-7c-73-a9-2e-ec,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000035_1733621516,f65810ee8d89d1d5e3ededfd1f454c40,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:31",,0,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,52-5b-ef-8c-22-96,,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000035_1733621536,0e07151a3f04d3dff1029dde47394bf0,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:32","2024/12/08 1:38",364,RADIUS,,,1877,6178,e0-5d-54-7b-3a-75:cityroam,52-5b-ef-8c-22-96,User-Request,Framed-User,,172.25.31.184,,,
e05d547b3aa2_000_0000000005_1733622545,821f5b6d0e55047ca583b7d8be6eaa42,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:49","2024/12/08 1:56",425,RADIUS,,,32596,146451,e0-5d-54-7b-3a-a2:cityroam,52-5b-ef-8c-22-96,User-Request,Framed-User,,172.25.31.184,,,
e05d547b39f3_000_0000001180_1733628895,c91c19cdd8e887253883a5e133247339,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:34","2024/12/08 3:40",311,RADIUS,,,100879,367530,e0-5d-54-7b-39-f3:cityroam,52-5b-ef-8c-22-96,Lost-Carrier,Framed-User,,172.25.31.184,,,
e05d547b39f3_000_0000003794_1733633649,85ad4b52dbeefbc542eb08e83f4d5720,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:54","2024/12/08 4:58",241,RADIUS,,,67089,220083,e0-5d-54-7b-39-f3:cityroam,52-5b-ef-8c-22-96,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001203_1733629210,edaac2d6ced26db10e899a13cc6381db,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:40","2024/12/08 3:49",536,RADIUS,,,91252,75273,e0-5d-54-7b-39-f3:cityroam,52-5b-ef-8c-22-96,User-Request,Framed-User,,172.25.31.184,,,
e05d547b3a75_000_0000000634_1733629216,c3a7d35f8a7015bde0997d3e3ded63c1,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:40","2024/12/08 3:47",455,RADIUS,,,40419,60809,e0-5d-54-7b-3a-75:cityroam,52-5b-ef-8c-22-96,User-Request,Framed-User,,172.25.31.184,,,
e05d547b39f3_000_0000001665_1733547560,8254756e2ff7b3821be332db60359e89,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:59","2024/12/07 5:02",213,RADIUS,,,116327,213464,e0-5d-54-7b-39-f3:cityroam,52-5b-ef-8c-22-96,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000392_1733625631,39659df6c5373e4cc6dd1db0c4660db1,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:40","2024/12/08 2:50",615,RADIUS,,,60045,119639,e0-5d-54-7b-3a-75:cityroam,52-5b-ef-8c-22-96,User-Request,Framed-User,,172.25.31.184,,,
e05d547b3aa2_000_0000002590_1733632892,4f35dc2a8fe4836ec29d7c5d1adb111d,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:41","2024/12/08 4:42",52,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,52-5b-ef-8c-22-96,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000000023_1733618849,87458799e4caa44ce440ed8362d2d9a7,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 0:47",,300,RADIUS,,,11996,32015,e0-5d-54-7b-39-f3:cityroam,52-5b-ef-8c-22-96,,Framed-User,,172.25.31.184,,,
e05d547b3aa2_000_0000000015_1733618859,92ab5a987ec8134912af9f5e630ac636,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 0:47","2024/12/08 0:54",424,RADIUS,,,20331,33043,e0-5d-54-7b-3a-a2:cityroam,52-5b-ef-8c-22-96,User-Request,Framed-User,,172.25.31.184,,,
e05d547b3aa2_000_0000000009_1733620091,c9639f6d60c651dd853b10df59f481c7,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:08",,0,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,52-5b-ef-8c-22-96,,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000019_1733620098,04a2c85e0d2cdd76901c5c75e22e31f0,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:08",,0,RADIUS,,,0,0,e0-5d-54-7b-3a-75:cityroam,52-5b-ef-8c-22-96,,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000000006_1733620287,e0cad02445ab4cc1cce2ec3dccbecf75,zqsa1473@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:11",,0,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,52-5b-ef-8c-22-96,,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000006946_1733545255,6e9dd3726287389513ee0afacc1af7d5,zngc6143@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:20","2024/12/07 4:25",277,RADIUS,,,32707,75536,e0-5d-54-7b-39-f3:cityroam,4e-5f-31-c5-c6-a0,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000007106_1733545538,defc856c31394cf08f4029ef67f8f83c,zngc6143@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:25","2024/12/07 4:25",7,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,4e-5f-31-c5-c6-a0,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000007116_1733545548,3586d458288b2799f3d88f0efb2eaa80,zngc6143@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:25","2024/12/07 4:25",6,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,4e-5f-31-c5-c6-a0,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000007118_1733545558,504048fb99c2ac2c8583c2353159955c,zngc6143@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:26","2024/12/07 4:27",77,RADIUS,,,24686,37269,e0-5d-54-7b-39-f3:cityroam,4e-5f-31-c5-c6-a0,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001368_1733547178,5992bda9367cc15a144677bba9396cce,zngc6143@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:53","2024/12/07 4:53",52,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,4e-5f-31-c5-c6-a0,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000003655_1733633495,5e1aa61ed9d769ad19ebcb44cb98f7f6,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:51","2024/12/08 4:52",41,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002859_1733632211,cc16f33859b3abe85268a59ce184a82f,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:30","2024/12/08 4:30",25,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002072_1733543743,e5814615147c44e84f9f892cb8e02b0b,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:55","2024/12/07 3:58",150,RADIUS,,,565685,247934,e0-5d-54-7b-3a-a2:cityroam,62-01-86-72-49-88,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002889_1733632281,e15102a4123808b17228bc75cc7b4997,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:31","2024/12/08 4:32",45,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000003483_1733553467,e9ddefa73bfd846739301235e4e9fbec,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:37","2024/12/07 6:40",187,RADIUS,,,89143,212689,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002906_1733632350,1db5fd184e88992517483d070376948a,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:32","2024/12/08 4:42",602,RADIUS,,,312601,571557,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,172.25.30.184,,,
e05d547b39f3_000_0000003782_1733633621,92ae06dd644c354df9d35699987bd000,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:53","2024/12/08 4:54",55,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000003446_1733547086,4f5f557c2ff99b77cd74a74c745ce221,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:51","2024/12/07 4:55",252,RADIUS,,,22855,67705,e0-5d-54-7b-3a-a2:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002260_1733544165,380f8342659906de42da0aaf130881d5,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:02","2024/12/07 4:03",22,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,62-01-86-72-49-88,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002196_1733549512,738ce70e4bc92a5197346b2a78760de8,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:31","2024/12/07 5:37",346,RADIUS,,,13058,23831,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,172.25.30.184,,,
e05d547b3aa2_000_0000002325_1733544244,a76668549fee0047eb786b29cd65be49,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:04",,300,RADIUS,,,320,1299,e0-5d-54-7b-3a-a2:cityroam,62-01-86-72-49-88,,Framed-User,,172.25.30.184,,,
e05d547b39f3_000_0000006783_1733545127,d58e8768ffaebb5c46f8d0127ad7b94e,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:19",,900,RADIUS,,,228360,446698,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,,Framed-User,,172.25.30.184,,,
e05d547b3aa2_000_0000003322_1733546662,ab96cd00919db814b2c05e094be4db73,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:44","2024/12/07 4:44",22,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002765_1733631945,297db7f5bf1712a58d2653aa5594dd3b,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:25","2024/12/08 4:30",253,RADIUS,,,15315,49872,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000003343_1733546700,4c7b0962a4552e749c2b79ec13f9488a,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:45","2024/12/07 4:45",4,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001458_1733547283,defd4245f9769e743b7f6f23d6043bdf,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:54","2024/12/07 5:28",1993,RADIUS,,,195527,314515,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,172.25.30.184,,,
e05d547b39f3_000_0000002359_1733550116,de587ab3e71c422fa7cb1d668908c49d,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:42","2024/12/07 5:50",484,RADIUS,,,75209,227261,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,172.25.30.184,,,
e05d547b39f3_000_0000002919_1733551345,2b7240f76387f7eb5ef3977c73901a18,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:02","2024/12/07 6:28",1561,RADIUS,,,464997,830485,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,172.25.30.184,,,
e05d547b39f3_000_0000003462_1733633358,c61b25b208cd54bb8fde569aec0f6d8b,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:49","2024/12/08 4:49",7,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002466_1733544580,2fef710078eab4a6ec60e90cf329be6f,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:09","2024/12/07 4:21",686,RADIUS,,,1903451,622335,e0-5d-54-7b-3a-a2:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,172.25.30.184,,,
e05d547b39f3_000_0000004090_1733554654,e5dd6c85ed4410c67a0b1fd9fb8e4790,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:57","2024/12/07 7:03",348,RADIUS,,,25953,88390,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,172.25.30.184,,,
e05d547b39f3_000_0000001040_1733546869,857377f78a0cea286696855ce94aee3e,zmyq1984@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:47","2024/12/07 4:49",117,RADIUS,,,10748,33891,e0-5d-54-7b-39-f3:cityroam,62-01-86-72-49-88,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000006934_1733545240,046411a6e042c8038484588466b95206,zmbx7941@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:20","2024/12/07 4:36",960,RADIUS,,,138873,196406,e0-5d-54-7b-39-f3:cityroam,7e-e4-17-c1-fd-4f,User-Request,Framed-User,,172.25.30.118,,,
e05d547b3aa2_000_0000001001_1733626820,9ce8c9df44e67fa41bf2b5b9e6d22380,zmbx7941@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:00","2024/12/08 3:01",51,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,7e-e4-17-c1-fd-4f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000003743_1733633559,20e59ba1a0bc923aa64e82a25e9ec7b8,zmbx7941@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:52","2024/12/08 5:02",593,RADIUS,,,55803,125256,e0-5d-54-7b-39-f3:cityroam,7e-e4-17-c1-fd-4f,User-Request,Framed-User,,172.25.29.196,,,
e05d547b39f3_000_0000005368_1733641709,3709633c8339d108c15f09305ddeb93a,zmbx7941@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 7:08","2024/12/08 7:26",1050,RADIUS,,,159273,345573,e0-5d-54-7b-39-f3:cityroam,7e-e4-17-c1-fd-4f,User-Request,Framed-User,,172.25.29.196,,,
e05d547b39f3_000_0000006829_1733545141,a3344525dad268211d94d93018f9aa17,zmbx7941@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:19","2024/12/07 4:20",88,RADIUS,,,40364,93149,e0-5d-54-7b-39-f3:cityroam,7e-e4-17-c1-fd-4f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000887_1733626349,4438bda57e6b35fde8c36ed753e9acd4,zmbx7941@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:52","2024/12/08 2:53",29,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,7e-e4-17-c1-fd-4f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000910_1733626410,ee3cacf481abe8266316c0db61787bb9,zmbx7941@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:53","2024/12/08 2:59",374,RADIUS,,,57859,159881,e0-5d-54-7b-3a-a2:cityroam,7e-e4-17-c1-fd-4f,User-Request,Framed-User,,172.25.29.196,,,
e05d547b39f3_000_0000002825_1733632052,9f2c3e1da16dd5d8b274102d667a4426,zmbx7941@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:27","2024/12/08 4:42",900,RADIUS,,,155933,318418,e0-5d-54-7b-39-f3:cityroam,7e-e4-17-c1-fd-4f,User-Request,Framed-User,,172.25.29.196,,,
e05d547b39f3_000_0000000606_1733626572,a38abcb9ec134454165bc850a9d96bef,zmbx7941@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:56","2024/12/08 3:40",2650,RADIUS,,,1688899,4812594,e0-5d-54-7b-39-f3:cityroam,7e-e4-17-c1-fd-4f,User-Request,Framed-User,,172.25.29.196,,,
e05d547b3aa2_000_0000002924_1733545238,bc68afad28fa5f377ed6d2799218635f,zmbx7941@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:20","2024/12/07 4:25",311,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,7e-e4-17-c1-fd-4f,User-Request,Framed-User,,172.25.30.118,,,
e05d547b39f3_000_0000002489_1733550670,8a813373d3ac74f2c285d9d2896a24f8,zkux0398@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:51","2024/12/07 5:53",115,RADIUS,,,23384,34790,e0-5d-54-7b-39-f3:cityroam,5e-b8-0e-97-ed-50,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001550_1733547357,bf1e8f21a39b7212d593dd6c57a50d04,zkux0398@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:55","2024/12/07 5:05",575,RADIUS,,,764983,1904662,e0-5d-54-7b-39-f3:cityroam,5e-b8-0e-97-ed-50,User-Request,Framed-User,,172.25.30.68,,,
e05d547b39f3_000_0000007395_1733546202,fc8bcc1dbba5cab92a4f9b3e1c520a5f,zkux0398@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:36",,0,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5e-b8-0e-97-ed-50,,Framed-User,,0.0.0.0,,,
